dt,sku_id,comments,good_comments,bad_comments
2018-02-28,49603,6,6,0
2018-03-09,49603,3,3,0
2018-02-22,49603,2,2,0
2018-02-11,49603,2,2,0
2018-04-02,49603,6,6,0
2018-04-05,49603,3,3,0
2018-03-18,49603,5,5,0
2018-03-28,49603,3,3,0
2018-03-03,49603,6,6,0
2018-03-01,49603,8,6,1
2018-04-03,49603,4,4,0
2018-02-03,49603,3,3,0
2018-03-08,49603,2,2,0
2018-02-21,49603,3,2,1
2018-04-12,49603,1,1,0
2018-04-10,49603,2,2,0
2018-02-27,49603,4,4,0
2018-04-07,49603,1,1,0
2018-02-14,49603,1,1,0
2018-03-31,49603,4,4,0
2018-02-05,49603,6,6,0
2018-02-12,49603,4,4,0
2018-04-13,49603,5,5,0
2018-03-22,49603,1,1,0
2018-04-09,49603,2,2,0
2018-02-13,49603,1,1,0
2018-03-04,49603,2,2,0
2018-02-02,49603,4,4,0
2018-03-05,49603,1,1,0
2018-03-15,49603,3,3,0
2018-04-04,49603,1,1,0
2018-03-27,49603,4,4,0
2018-03-16,49603,4,3,0
2018-02-07,49603,2,2,0
2018-02-15,49603,1,1,0
2018-04-01,49603,2,2,0
2018-02-18,49603,1,0,0
2018-02-24,49603,2,1,0
2018-02-09,49603,6,6,0
2018-03-25,49603,2,2,0
2018-03-24,49603,2,2,0
2018-03-29,49603,2,2,0
2018-03-19,49603,1,1,0
2018-02-08,49603,5,5,0
2018-03-07,49603,3,3,0
2018-02-20,49603,4,4,0
2018-04-08,49603,2,2,0
2018-03-21,49603,4,4,0
2018-02-06,49603,2,2,0
2018-02-25,49603,3,3,0
2018-03-26,49603,5,5,0
2018-03-12,49603,3,3,0
2018-02-26,49603,1,1,0
2018-02-23,125471,1,1,0
2018-02-26,125471,1,1,0
2018-02-08,232370,2,2,0
2018-02-06,232370,2,2,0
2018-02-21,232370,1,1,0
2018-04-02,232370,1,1,0
2018-02-19,232370,1,1,0
2018-03-27,232370,1,1,0
2018-02-10,232370,2,2,0
2018-02-12,232370,4,4,0
2018-02-18,232370,1,1,0
2018-03-13,232370,1,1,0
2018-02-16,232370,1,1,0
2018-02-07,232370,2,2,0
2018-04-10,232370,1,1,0
2018-02-27,232370,2,2,0
2018-03-18,232370,2,2,0
2018-03-30,232370,1,1,0
2018-02-04,232370,6,6,0
2018-04-05,232370,1,1,0
2018-02-03,232370,1,1,0
2018-02-09,232370,1,1,0
2018-02-05,232370,1,1,0
2018-02-01,232370,4,4,0
2018-03-22,232370,1,1,0
2018-02-25,232370,2,2,0
2018-02-23,232370,1,1,0
2018-02-28,232370,2,2,0
2018-02-20,232370,1,1,0
2018-02-02,232370,2,2,0
2018-02-13,232370,1,1,0
2018-03-05,232370,1,1,0
2018-02-22,232370,1,1,0
2018-02-09,375856,1,1,0
2018-04-02,375856,1,1,0
2018-03-08,375856,1,1,0
2018-04-04,375856,1,1,0
2018-03-12,375856,1,1,0
2018-03-02,375856,1,1,0
2018-04-15,64490,1,1,0
2018-03-11,64490,1,1,0
2018-02-10,64490,1,1,0
2018-04-02,64490,1,1,0
2018-03-19,64490,1,1,0
2018-04-01,64490,1,1,0
2018-04-05,64490,1,1,0
2018-04-11,64490,1,1,0
2018-03-20,85824,1,1,0
2018-04-09,85824,1,0,0
2018-02-26,85824,2,2,0
2018-04-15,85824,1,1,0
2018-02-07,85824,1,1,0
2018-02-04,85824,1,1,0
2018-02-09,85824,1,1,0
2018-04-03,85824,1,1,0
2018-03-01,85824,1,1,0
2018-02-24,324274,1,1,0
2018-02-06,324274,1,1,0
2018-02-13,324274,1,1,0
2018-04-13,375166,1,1,0
2018-02-05,375166,1,1,0
2018-04-05,157281,1,1,0
2018-02-08,157281,1,1,0
2018-03-20,157281,1,1,0
2018-02-27,157281,2,2,0
2018-02-07,157281,5,5,0
2018-03-16,157281,1,1,0
2018-03-09,157281,1,1,0
2018-02-22,157281,2,2,0
2018-03-24,157281,1,1,0
2018-03-19,157281,3,3,0
2018-03-25,157281,2,2,0
2018-02-24,157281,2,2,0
2018-02-06,157281,1,1,0
